Shipment Number,Fulfillment Type,Shipment Created At,Shipment Status,Fulfiller Name,Accepted At,Product Title,EAN,Sku,Qty,MRP,Promotion Amt,Shipping Charge,Item Total,Payment Method Used,Tracking Code,Shipping Agent Code,Invoice Id,Acceptance TAT Date & Time
17542075185211531281J,RFC Shipment,2025-08-03 13:21:59 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 14:48:33 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1944569921JIM,Shadowfax,S06ENB5AKFA06604,2025-08-03 16:21:59 +0530
17542076507681648712J,RFC Shipment,2025-08-03 13:24:11 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-03 16:24:11 +0530
17542078740091792036J,RFC Shipment,2025-08-03 13:27:54 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 14:55:03 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161354022,Delhivery,S06ENB5AKFA06608,2025-08-03 16:27:54 +0530
17542085015381706024J,RFC Shipment,2025-08-03 13:38:21 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 14:30:02 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,COD,SF1944551906JIM,Shadowfax,S06ENB5AKFA06602,2025-08-03 16:38:21 +0530
17542090695421806704J,RFC Shipment,2025-08-03 13:47:50 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 14:56:10 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161354103,Delhivery,S06ENB5AKFA06609,2025-08-03 16:47:50 +0530
17542101535951636855J,RFC Shipment,2025-08-03 14:05:54 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,0,1049.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-03 17:05:54 +0530
17542101574021352584J,RFC Shipment,2025-08-03 14:05:59 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,0,1100.0,0.0,0.0,0.0,COD,,,,2025-08-03 17:05:59 +0530
17542111445841827739J,RFC Shipment,2025-08-03 14:22:25 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,0,1350.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-03 17:22:25 +0530
17542113443971276960J,RFC Shipment,2025-08-03 14:25:44 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 15:16:45 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,115761161356623,Delhivery,S06ENB5AKFA06622,2025-08-03 17:25:44 +0530
17542123099941155015J,RFC Shipment,2025-08-03 14:41:50 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 15:57:07 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,115761161360344,Delhivery,S06ENB5AKFA06638,2025-08-03 17:41:50 +0530
17542134948611023278J,RFC Shipment,2025-08-03 15:01:35 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 17:23:54 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,400.0,0.0,950.0,Prepaid_Payments,SF1944731083JIM,Shadowfax,S06ENB5AKFA06647,2025-08-03 18:01:35 +0530
17542146667401237805J,RFC Shipment,2025-08-03 15:21:07 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 15:47:35 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1944617061JIM,Shadowfax,S06ENB5AKFA06636,2025-08-03 18:21:07 +0530
17542154213851795253J,RFC Shipment,2025-08-03 15:33:42 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 17:34:59 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,2,1590.0,1782.0,0.0,1398.0,COD,115761161371356,Delhivery,S06ENB5AKFA06652,2025-08-03 18:33:42 +0530
17542154257851410180J,RFC Shipment,2025-08-03 15:33:46 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 16:42:22 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,21194011415035,Delhivery,S06ENB5AKFA06643,2025-08-03 18:33:46 +0530
17542157480241916608J,RFC Shipment,2025-08-03 15:39:10 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-03 17:39:03 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,SF1944746969JIM,Shadowfax,S06ENB5AKFA06654,2025-08-03 18:39:10 +0530
17542159764911980888J,RFC Shipment,2025-08-03 15:42:56 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 17:19:07 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,SF1944728678JIM,Shadowfax,S06ENB5AKFA06645,2025-08-03 18:42:56 +0530
17542169595471414676J,RFC Shipment,2025-08-03 15:59:20 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,0,1049.0,0.0,0.0,0.0,COD,,,,2025-08-03 18:59:20 +0530
17542172818561732830J,RFC Shipment,2025-08-03 16:04:43 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-03 17:27:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161370822,Delhivery,S06ENB5AKFA06649,2025-08-04 10:04:43 +0530
17542174444861918350J,RFC Shipment,2025-08-03 16:07:25 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-04 10:07:25 +0530
17542184658511786008J,RFC Shipment,2025-08-03 16:24:27 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:16:51 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,SF1946866040JIM,Shadowfax,S06ENB5AKFA06721,2025-08-04 10:24:27 +0530
17542197489771870917J,RFC Shipment,2025-08-03 16:45:49 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:00:03 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161552671,Delhivery,S06ENB5AKFA06683,2025-08-04 10:45:49 +0530
17542215214801510699J,RFC Shipment,2025-08-03 17:15:22 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:03:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161553080,Delhivery,S06ENB5AKFA06684,2025-08-04 11:15:22 +0530
17542224551571892705J,RFC Shipment,2025-08-03 17:30:56 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:40:52 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,SF1946895233JIM,Shadowfax,S06ENB5AKFA06734,2025-08-04 11:30:56 +0530
17542227815091727024J,RFC Shipment,2025-08-03 17:36:22 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-04 11:36:22 +0530
17542235885741780889J,RFC Shipment,2025-08-03 17:49:49 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,0,1049.0,0.0,0.0,0.0,COD,,,,2025-08-04 11:49:49 +0530
17542236360171345593J,RFC Shipment,2025-08-03 17:50:36 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 17:20:19 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,115761161572956,Delhivery,S06ENB5AKFA06744,2025-08-04 11:50:36 +0530
17542237640371297554J,RFC Shipment,2025-08-03 17:52:44 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:35:12 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,21194011421431,Delhivery,S06ENB5AKFA06733,2025-08-04 11:52:44 +0530
17542237640371297554J,RFC Shipment,2025-08-03 17:52:44 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:35:12 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,21194011421431,Delhivery,S06ENB5AKFA06733,2025-08-04 11:52:44 +0530
17542242044971178996J,RFC Shipment,2025-08-03 18:00:05 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:29:03 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,5,1590.0,4455.0,0.0,3495.0,Prepaid_Payments,SF1946875623JIM,Shadowfax,S06ENB5AKFA06730,2025-08-04 12:00:05 +0530
17542251105161479354J,RFC Shipment,2025-08-03 18:15:12 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,0,2800.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-04 12:15:12 +0530
17542258126841057456J,RFC Shipment,2025-08-03 18:26:53 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:09:28 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161543210,Delhivery,S06ENB5AKFA06671,2025-08-04 12:26:53 +0530
17542262348291429025J,RFC Shipment,2025-08-03 18:33:55 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:05:51 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1946729563JIM,Shadowfax,S06ENB5AKFA06670,2025-08-04 12:33:55 +0530
17542264745471565211J,RFC Shipment,2025-08-03 18:37:55 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:21:55 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1946825829JIM,Shadowfax,S06ENB5AKFA06693,2025-08-04 12:37:55 +0530
17542264745471565211J,RFC Shipment,2025-08-03 18:37:55 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:21:55 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1946825829JIM,Shadowfax,S06ENB5AKFA06693,2025-08-04 12:37:55 +0530
17542265074141107349J,RFC Shipment,2025-08-03 18:38:27 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:57:43 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,115761161552343,Delhivery,S06ENB5AKFA06682,2025-08-04 12:38:27 +0530
17542272875251869017J,RFC Shipment,2025-08-03 18:51:28 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 13:52:52 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,SF1946711199JIM,Shadowfax,S06ENB5AKFA06666,2025-08-04 12:51:28 +0530
17542278256321561488J,RFC Shipment,2025-08-03 19:00:26 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:20:08 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,21194011420941,Delhivery,S06ENB5AKFA06690,2025-08-04 13:00:26 +0530
17542287033231694029J,RFC Shipment,2025-08-03 19:15:05 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:28:54 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,Prepaid_Payments,115761161560393,Delhivery,S06ENB5AKFA06698,2025-08-04 13:15:05 +0530
17542287536691474614J,RFC Shipment,2025-08-03 19:15:54 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 13:58:50 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946714728JIM,Shadowfax,S06ENB5AKFA06668,2025-08-04 13:15:54 +0530
17542295390171605058J,RFC Shipment,2025-08-03 19:28:59 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:22:05 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1946870175JIM,Shadowfax,S06ENB5AKFA06725,2025-08-04 13:28:59 +0530
17542296827131776067J,RFC Shipment,2025-08-03 19:31:23 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:13:03 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,SF1946817508JIM,Shadowfax,S06ENB5AKFA06688,2025-08-04 13:31:23 +0530
17542302569591990966J,RFC Shipment,2025-08-03 19:40:57 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:56:06 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,486.23,0.0,1163.77,Prepaid_Payments,115761161551330,Delhivery,S06ENB5AKFA06681,2025-08-04 13:40:57 +0530
17542308719651939397J,RFC Shipment,2025-08-03 19:51:12 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:20:22 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,4,1350.0,1200.0,0.0,4200.0,Prepaid_Payments,21194011421302,Delhivery,S06ENB5AKFA06723,2025-08-04 13:51:12 +0530
17542313298741838821J,RFC Shipment,2025-08-03 19:58:51 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:14:00 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161543722,Delhivery,S06ENB5AKFA06672,2025-08-04 13:58:51 +0530
17542316044081948727J,RFC Shipment,2025-08-03 20:03:24 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:17:04 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161544142,Delhivery,S06ENB5AKFA06673,2025-08-04 14:03:24 +0530
17542317497991279545J,RFC Shipment,2025-08-03 20:05:50 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 09:39:31 +0530,Jivo Pomace Olive Oil 2 Ltr (Bottle),,Jivo Pomace Olive Oil 2 Ltr (Bottle),1,1449.0,550.0,0.0,899.0,COD,115761161439256,Delhivery,S06ENB5AKFA06656,2025-08-04 14:05:50 +0530
17542325100171189331J,RFC Shipment,2025-08-03 20:18:30 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:18:07 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,SF1946822084JIM,Shadowfax,S06ENB5AKFA06689,2025-08-04 14:18:30 +0530
17542325269831130878J,RFC Shipment,2025-08-03 20:18:47 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 17:48:52 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,Prepaid_Payments,SF1946929319JIM,Shadowfax,S06ENB5AKFA06750,2025-08-04 14:18:47 +0530
17542327445521241506J,RFC Shipment,2025-08-03 20:22:27 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:32:09 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1946834755JIM,Shadowfax,S06ENB5AKFA06700,2025-08-04 14:22:27 +0530
17542330006741248067J,RFC Shipment,2025-08-03 20:26:41 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 12:45:36 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1946678199JIM,Shadowfax,S06ENB5AKFA06660,2025-08-04 14:26:41 +0530
17542338824921164097J,RFC Shipment,2025-08-03 20:41:23 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:30:32 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161546091,Delhivery,S06ENB5AKFA06677,2025-08-04 14:41:23 +0530
17542364810851693826J,RFC Shipment,2025-08-03 21:24:41 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-04 15:24:41 +0530
17542374470091857983J,RFC Shipment,2025-08-03 21:40:47 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 11:05:05 +0530,Jivo Extra Light Olive Oil 2 Ltr,,Extra Light Olive Oil 2 Ltr,1,1600.0,504.0,0.0,1096.0,Prepaid_Payments,115761161504415,Delhivery,S06ENB5AKFA06657,2025-08-04 15:40:47 +0530
17542377142701596666J,RFC Shipment,2025-08-03 21:45:15 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:24:12 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946743578JIM,Shadowfax,S06ENB5AKFA06675,2025-08-04 15:45:15 +0530
17542381119261100139J,RFC Shipment,2025-08-03 21:51:52 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,0,1590.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-04 15:51:52 +0530
17542398580621959589J,RFC Shipment,2025-08-03 22:20:58 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:10:38 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161564792,Delhivery,S06ENB5AKFA06720,2025-08-04 16:20:58 +0530
17542406291031362994J,RFC Shipment,2025-08-03 22:33:50 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:21:22 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946741127JIM,Shadowfax,S06ENB5AKFA06674,2025-08-04 16:33:50 +0530
17542406375051044867J,RFC Shipment,2025-08-03 22:33:57 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:50:40 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946796270JIM,Shadowfax,S06ENB5AKFA06678,2025-08-04 16:33:57 +0530
17542409335721814836J,RFC Shipment,2025-08-03 22:38:54 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:21:32 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1946825546JIM,Shadowfax,S06ENB5AKFA06692,2025-08-04 16:38:54 +0530
17542411586751272971J,RFC Shipment,2025-08-03 22:42:39 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:52:01 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1946797541JIM,Shadowfax,S06ENB5AKFA06679,2025-08-04 16:42:39 +0530
17542412945201825986J,RFC Shipment,2025-08-03 22:44:55 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:07:34 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1946812475JIM,Shadowfax,S06ENB5AKFA06686,2025-08-04 16:44:55 +0530
17542413369381846089J,RFC Shipment,2025-08-03 22:45:37 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:09:11 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946813634JIM,Shadowfax,S06ENB5AKFA06687,2025-08-04 16:45:37 +0530
17542422791961186699J,RFC Shipment,2025-08-03 23:01:19 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 12:16:03 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,SF1946649935JIM,Shadowfax,S06ENB5AKFA06659,2025-08-04 17:01:19 +0530
17542427600881939015J,RFC Shipment,2025-08-03 23:09:20 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 13:13:04 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761161535285,Delhivery,S06ENB5AKFA06663,2025-08-04 17:09:20 +0530
17542457749471795357J,RFC Shipment,2025-08-03 23:59:35 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:38:28 +0530,"Sano Sunflower Oil 5 Ltr Pet Bottle - Pure, Nutrient-Rich Cooking Oil with High Smoke Point",,Sano_Sunflower_5L,1,1475.0,676.0,0.0,799.0,COD,115761161561653,Delhivery,S06ENB5AKFA06702,2025-08-04 17:59:35 +0530
17542458168681297057J,RFC Shipment,2025-08-04 00:00:17 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 14:27:22 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161545505,Delhivery,S06ENB5AKFA06676,2025-08-04 18:00:17 +0530
17542494754491242868J,RFC Shipment,2025-08-04 01:01:16 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-04 16:01:30 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946856095JIM,Shadowfax,S06ENB5AKFA06716,2025-08-04 19:01:16 +0530
17542509401281945718J,RFC Shipment,2025-08-04 01:25:40 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:59:58 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,COD,SF1946855375JIM,Shadowfax,S06ENB5AKFA06715,2025-08-04 19:25:40 +0530
17542693696321919123J,RFC Shipment,2025-08-04 06:32:50 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 13:54:58 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1946712414JIM,Shadowfax,S06ENB5AKFA06667,2025-08-05 00:32:50 +0530
17542730666731011605J,RFC Shipment,2025-08-04 07:34:27 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:30:21 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,COD,115761161560581,Delhivery,S06ENB5AKFA06699,2025-08-05 01:34:27 +0530
17542743927941723881J,RFC Shipment,2025-08-04 07:56:33 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-04 15:45:56 +0530,"Sano Sunflower Oil 5 Ltr Pet Bottle - Pure, Nutrient-Rich Cooking Oil with High Smoke Point",,Sano_Sunflower_5L,1,1475.0,676.0,0.0,799.0,COD,115761161562434,Delhivery,S06ENB5AKFA06708,2025-08-05 01:56:33 +0530
